YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2021,050001,NORTHWEST R-I,5957,57,1,*,*,23,0.4,14,0.2,*,*,*,*,*,*,*,*,57,1,*,*,32,0.5
2022,050001,NORTHWEST R-I,5886,144,2.4,*,*,69,1.2,44,0.7,*,*,*,*,*,*,*,*,143,2.4,*,*,97,1.6
2023,050001,NORTHWEST R-I,5793,193,3.3,5,0.1,108,1.9,41,0.7,*,*,*,*,7,0.1,*,*,192,3.3,*,*,138,2.4
2001,050002,GRANDVIEW R-II,950,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,050002,GRANDVIEW R-II,956,7,0.7,*,*,*,*,6,0.6,*,*,*,*,*,*,*,*,7,0.7,*,*,*,*
2003,050002,GRANDVIEW R-II,929,10,1.1,*,*,*,*,5,0.5,*,*,*,*,*,*,*,*,10,1.1,*,*,*,*
2004,050002,GRANDVIEW R-II,904,10,1.1,*,*,*,*,6,0.7,*,*,*,*,*,*,*,*,10,1.1,*,*,*,*
2005,050002,GRANDVIEW R-II,861,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,050002,GRANDVIEW R-II,817,9,1.1,*,*,*,*,9,1.1,*,*,*,*,*,*,*,*,9,1.1,*,*,*,*
2007,050002,GRANDVIEW R-II,830,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,050002,GRANDVIEW R-II,829,14,1.7,7,0.8,*,*,5,0.6,*,*,*,*,*,*,*,*,14,1.7,*,*,*,*
2009,050002,GRANDVIEW R-II,823,12,1.5,*,*,5,0.6,*,*,*,*,*,*,*,*,*,*,10,1.2,*,*,*,*
2010,050002,GRANDVIEW R-II,845,20,2.4,*,*,7,0.8,12,1.4,*,*,*,*,*,*,*,*,18,2.1,*,*,*,*
2011,050002,GRANDVIEW R-II,822,11,1.3,*,*,*,*,9,1.1,*,*,*,*,*,*,*,*,10,1.2,*,*,*,*
2012,050002,GRANDVIEW R-II,802,17,2.1,*,*,*,*,12,1.5,*,*,*,*,*,*,*,*,14,1.7,*,*,*,*
2013,050002,GRANDVIEW R-II,812,25,3.1,*,*,9,1.1,16,2,*,*,*,*,*,*,6,0.7,19,2.3,*,*,*,*
2014,050002,GRANDVIEW R-II,820,26,3.2,*,*,17,2.1,9,1.1,*,*,*,*,*,*,*,*,26,3.2,*,*,*,*
2015,050002,GRANDVIEW R-II,791,15,1.9,*,*,7,0.9,8,1,*,*,*,*,*,*,*,*,15,1.9,*,*,*,*
2016,050002,GRANDVIEW R-II,803,15,1.9,*,*,7,0.9,8,1,*,*,*,*,*,*,*,*,15,1.9,*,*,*,*
2017,050002,GRANDVIEW R-II,749,9,1.2,*,*,*,*,8,1.1,*,*,*,*,*,*,*,*,9,1.2,*,*,*,*
2018,050002,GRANDVIEW R-II,737,14,1.9,*,*,*,*,14,1.9,*,*,*,*,*,*,*,*,13,1.8,*,*,*,*
2019,050002,GRANDVIEW R-II,706,21,3,*,*,7,1,13,1.8,*,*,*,*,*,*,*,*,21,3,*,*,*,*
2020,050002,GRANDVIEW R-II,704,14,2,*,*,6,0.9,6,0.9,*,*,*,*,*,*,*,*,14,2,*,*,*,*
2021,050002,GRANDVIEW R-II,679,11,1.6,*,*,*,*,8,1.2,*,*,*,*,*,*,*,*,11,1.6,*,*,*,*
2022,050002,GRANDVIEW R-II,645,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,050002,GRANDVIEW R-II,2349,7,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.3,*,*,*,*
2001,050003,HILLSBORO R-III,3616,54,1.5,*,*,32,0.9,11,0.3,*,*,7,0.2,*,*,*,*,49,1.4,*,*,9,0.2
2002,050003,HILLSBORO R-III,3520,45,1.3,*,*,19,0.5,22,0.6,*,*,*,*,*,*,*,*,38,1.1,*,*,5,0.1
2003,050003,HILLSBORO R-III,3592,33,0.9,*,*,13,0.4,17,0.5,*,*,*,*,*,*,*,*,27,0.8,*,*,*,*
2004,050003,HILLSBORO R-III,3604,41,1.1,*,*,25,0.7,15,0.4,*,*,*,*,*,*,*,*,37,1,*,*,*,*
2005,050003,HILLSBORO R-III,3632,48,1.3,*,*,27,0.7,17,0.5,*,*,*,*,*,*,*,*,47,1.3,*,*,5,0.1
2006,050003,HILLSBORO R-III,3717,42,1.1,*,*,18,0.5,19,0.5,*,*,*,*,*,*,11,0.3,31,0.8,*,*,*,*
2007,050003,HILLSBORO R-III,3691,44,1.2,*,*,11,0.3,28,0.8,*,*,*,*,*,*,*,*,42,1.1,*,*,*,*
2008,050003,HILLSBORO R-III,3691,31,0.8,*,*,20,0.5,*,*,*,*,*,*,5,0.1,*,*,31,0.8,*,*,12,0.3
2009,050003,HILLSBORO R-III,3658,70,1.9,*,*,33,0.9,34,0.9,*,*,*,*,*,*,*,*,68,1.9,*,*,39,1.1
2010,050003,HILLSBORO R-III,3639,37,1,*,*,15,0.4,18,0.5,*,*,*,*,*,*,*,*,36,1,*,*,11,0.3
2011,050003,HILLSBORO R-III,3574,42,1.2,*,*,21,0.6,17,0.5,*,*,*,*,*,*,*,*,42,1.2,*,*,16,0.4
2012,050003,HILLSBORO R-III,3568,36,1,*,*,15,0.4,19,0.5,*,*,*,*,*,*,*,*,34,1,*,*,21,0.6
2013,050003,HILLSBORO R-III,3520,32,0.9,*,*,27,0.8,*,*,*,*,*,*,*,*,*,*,32,0.9,*,*,21,0.6
2014,050003,HILLSBORO R-III,3492,25,0.7,*,*,10,0.3,11,0.3,*,*,*,*,*,*,*,*,23,0.7,*,*,14,0.4
2015,050003,HILLSBORO R-III,3475,27,0.8,*,*,16,0.5,5,0.1,*,*,*,*,*,*,*,*,27,0.8,*,*,17,0.5
2016,050003,HILLSBORO R-III,3472,43,1.2,5,0.1,22,0.6,12,0.3,*,*,*,*,*,*,*,*,42,1.2,*,*,19,0.5
2017,050003,HILLSBORO R-III,3425,23,0.7,*,*,8,0.2,12,0.4,*,*,*,*,*,*,*,*,20,0.6,*,*,10,0.3
2018,050003,HILLSBORO R-III,3429,31,0.9,*,*,14,0.4,11,0.3,*,*,*,*,6,0.2,*,*,31,0.9,*,*,6,0.2
2019,050003,HILLSBORO R-III,3453,40,1.2,7,0.2,11,0.3,22,0.6,*,*,*,*,*,*,*,*,40,1.2,*,*,8,0.2
2020,050003,HILLSBORO R-III,3428,29,0.8,*,*,15,0.4,11,0.3,*,*,*,*,*,*,*,*,27,0.8,*,*,5,0.1
2021,050003,HILLSBORO R-III,3291,18,0.5,*,*,8,0.2,10,0.3,*,*,*,*,*,*,*,*,17,0.5,*,*,*,*
2022,050003,HILLSBORO R-III,3306,37,1.1,*,*,21,0.6,15,0.5,*,*,*,*,*,*,*,*,37,1.1,*,*,6,0.2
2023,050003,HILLSBORO R-III,3292,51,1.5,*,*,26,0.8,16,0.5,*,*,*,*,*,*,*,*,51,1.5,*,*,37,1.1
2001,050005,DUNKLIN R-V,1488,6,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.4,*,*,*,*
2002,050005,DUNKLIN R-V,1474,14,0.9,6,0.4,*,*,*,*,*,*,*,*,*,*,*,*,14,0.9,*,*,*,*
2003,050005,DUNKLIN R-V,1471,10,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,0.7,*,*,*,*
2004,050005,DUNKLIN R-V,1397,25,1.8,8,0.6,8,0.6,5,0.4,*,*,*,*,*,*,*,*,25,1.8,*,*,*,*
2005,050005,DUNKLIN R-V,1329,19,1.4,*,*,*,*,12,0.9,*,*,*,*,*,*,*,*,19,1.4,*,*,8,0.6
2006,050005,DUNKLIN R-V,1350,10,0.7,*,*,*,*,5,0.4,*,*,*,*,*,*,*,*,9,0.7,*,*,*,*
2007,050005,DUNKLIN R-V,1343,17,1.3,*,*,*,*,10,0.7,*,*,*,*,*,*,*,*,17,1.3,*,*,8,0.6
2008,050005,DUNKLIN R-V,1345,11,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,0.8,*,*,*,*
2009,050005,DUNKLIN R-V,1387,14,1,*,*,7,0.5,*,*,*,*,*,*,*,*,*,*,14,1,*,*,5,0.4
2010,050005,DUNKLIN R-V,1376,18,1.3,*,*,8,0.6,8,0.6,*,*,*,*,*,*,*,*,17,1.2,*,*,*,*
2011,050005,DUNKLIN R-V,1339,19,1.4,*,*,10,0.7,7,0.5,*,*,*,*,*,*,*,*,18,1.3,*,*,*,*
2012,050005,DUNKLIN R-V,1388,26,1.9,*,*,5,0.4,16,1.2,*,*,*,*,*,*,8,0.6,18,1.3,*,*,*,*
2013,050005,DUNKLIN R-V,1462,162,11.1,*,*,8,0.5,150,10.3,*,*,*,*,*,*,145,9.9,17,1.2,*,*,149,10.2
2014,050005,DUNKLIN R-V,1496,15,1,*,*,6,0.4,7,0.5,*,*,*,*,*,*,*,*,14,0.9,*,*,8,0.5
2015,050005,DUNKLIN R-V,1527,12,0.8,*,*,*,*,7,0.5,*,*,*,*,*,*,*,*,11,0.7,*,*,6,0.4
2016,050005,DUNKLIN R-V,1591,11,0.7,*,*,*,*,9,0.6,*,*,*,*,*,*,*,*,11,0.7,*,*,*,*
2017,050005,DUNKLIN R-V,1567,17,1.1,*,*,*,*,9,0.6,*,*,*,*,*,*,5,0.3,12,0.8,*,*,6,0.4
2018,050005,DUNKLIN R-V,1507,32,2.1,*,*,7,0.5,20,1.3,*,*,*,*,*,*,15,1,17,1.1,*,*,19,1.3
2019,050005,DUNKLIN R-V,1495,30,2,*,*,9,0.6,14,0.9,*,*,*,*,*,*,8,0.5,22,1.5,*,*,11,0.7
2020,050005,DUNKLIN R-V,1481,31,2.1,*,*,6,0.4,13,0.9,*,*,*,*,*,*,*,*,30,2,*,*,7,0.5
2021,050005,DUNKLIN R-V,1560,11,0.7,*,*,*,*,6,0.4,*,*,*,*,*,*,*,*,11,0.7,*,*,*,*
2022,050005,DUNKLIN R-V,1575,52,3.3,5,0.3,16,1,23,1.5,*,*,*,*,*,*,*,*,49,3.1,*,*,28,1.8
2023,050005,DUNKLIN R-V,1561,79,5.1,*,*,26,1.7,41,2.6,*,*,*,*,*,*,10,0.6,69,4.4,*,*,50,3.2
2001,050006,FESTUS R-VI,2571,25,1,*,*,16,0.6,*,*,*,*,*,*,*,*,*,*,25,1,*,*,*,*
2002,050006,FESTUS R-VI,2505,13,0.5,*,*,8,0.3,*,*,*,*,*,*,*,*,*,*,12,0.5,*,*,12,0.5
2003,050006,FESTUS R-VI,2672,34,1.3,*,*,8,0.3,16,0.6,*,*,*,*,*,*,8,0.3,26,1,*,*,24,0.9
2004,050006,FESTUS R-VI,2770,25,0.9,*,*,11,0.4,9,0.3,*,*,*,*,*,*,*,*,18,0.6,*,*,20,0.7
2005,050006,FESTUS R-VI,2912,41,1.4,*,*,17,0.6,13,0.4,*,*,8,0.3,*,*,5,0.2,36,1.2,*,*,16,0.5
2006,050006,FESTUS R-VI,3041,33,1.1,*,*,18,0.6,12,0.4,*,*,*,*,*,*,*,*,29,1,*,*,10,0.3
2007,050006,FESTUS R-VI,3117,26,0.8,*,*,7,0.2,15,0.5,*,*,*,*,*,*,*,*,22,0.7,*,*,*,*
2008,050006,FESTUS R-VI,3103,24,0.8,*,*,*,*,20,0.6,*,*,*,*,*,*,*,*,22,0.7,*,*,6,0.2
2009,050006,FESTUS R-VI,3109,19,0.6,*,*,11,0.4,8,0.3,*,*,*,*,*,*,6,0.2,13,0.4,*,*,*,*
2010,050006,FESTUS R-VI,3091,10,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,0.3,*,*,*,*
2011,050006,FESTUS R-VI,3065,21,0.7,*,*,7,0.2,13,0.4,*,*,*,*,*,*,*,*,21,0.7,*,*,5,0.2
2012,050006,FESTUS R-VI,3027,26,0.9,*,*,9,0.3,12,0.4,*,*,*,*,*,*,*,*,24,0.8,*,*,8,0.3
2013,050006,FESTUS R-VI,2918,19,0.7,*,*,6,0.2,8,0.3,*,*,*,*,*,*,*,*,18,0.6,*,*,9,0.3
2014,050006,FESTUS R-VI,2953,13,0.4,*,*,*,*,6,0.2,*,*,*,*,*,*,*,*,13,0.4,*,*,7,0.2
2015,050006,FESTUS R-VI,2916,18,0.6,*,*,10,0.3,5,0.2,*,*,*,*,*,*,*,*,18,0.6,*,*,*,*
2016,050006,FESTUS R-VI,2995,17,0.6,*,*,5,0.2,7,0.2,*,*,*,*,*,*,*,*,17,0.6,*,*,9,0.3
2017,050006,FESTUS R-VI,2995,27,0.9,*,*,20,0.7,5,0.2,*,*,*,*,*,*,*,*,27,0.9,*,*,9,0.3
2018,050006,FESTUS R-VI,2985,27,0.9,*,*,*,*,18,0.6,*,*,*,*,*,*,*,*,27,0.9,*,*,*,*
2019,050006,FESTUS R-VI,3064,28,0.9,*,*,10,0.3,14,0.5,*,*,*,*,*,*,*,*,28,0.9,*,*,5,0.2
2020,050006,FESTUS R-VI,3096,18,0.6,*,*,7,0.2,8,0.3,*,*,*,*,*,*,*,*,18,0.6,*,*,6,0.2
2021,050006,FESTUS R-VI,3113,16,0.5,*,*,5,0.2,11,0.4,*,*,*,*,*,*,*,*,16,0.5,*,*,6,0.2
2022,050006,FESTUS R-VI,3235,34,1.1,*,*,17,0.5,10,0.3,*,*,*,*,5,0.2,*,*,34,1.1,*,*,*,*
2023,050006,FESTUS R-VI,3318,27,0.8,*,*,10,0.3,10,0.3,*,*,*,*,*,*,*,*,27,0.8,*,*,*,*
2001,050007,JEFFERSON CO. R-VII,684,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,050007,JEFFERSON CO. R-VII,683,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,050007,JEFFERSON CO. R-VII,702,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,050007,JEFFERSON CO. R-VII,676,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,050007,JEFFERSON CO. R-VII,656,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,050007,JEFFERSON CO. R-VII,667,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,050007,JEFFERSON CO. R-VII,689,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,050007,JEFFERSON CO. R-VII,691,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,050007,JEFFERSON CO. R-VII,687,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,050007,JEFFERSON CO. R-VII,766,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,050007,JEFFERSON CO. R-VII,839,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,050007,JEFFERSON CO. R-VII,919,14,1.5,*,*,*,*,11,1.2,*,*,*,*,*,*,*,*,10,1.1,*,*,*,*
2013,050007,JEFFERSON CO. R-VII,961,7,0.7,*,*,*,*,5,0.5,*,*,*,*,*,*,*,*,6,0.6,*,*,*,*
2014,050007,JEFFERSON CO. R-VII,1006,5,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,050007,JEFFERSON CO. R-VII,998,10,1,*,*,5,0.5,5,0.5,*,*,*,*,*,*,*,*,9,0.9,*,*,*,*
2016,050007,JEFFERSON CO. R-VII,977,8,0.8,*,*,*,*,6,0.6,*,*,*,*,*,*,*,*,8,0.8,*,*,*,*
2017,050007,JEFFERSON CO. R-VII,945,7,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,0.7,*,*,*,*
2018,050007,JEFFERSON CO. R-VII,966,23,2.4,*,*,6,0.6,16,1.7,*,*,*,*,*,*,10,1,13,1.3,*,*,14,1.4
2019,050007,JEFFERSON CO. R-VII,1001,19,1.9,*,*,*,*,12,1.2,*,*,*,*,*,*,6,0.6,13,1.3,*,*,7,0.7
2020,050007,JEFFERSON CO. R-VII,1026,10,1,*,*,*,*,8,0.8,*,*,*,*,*,*,5,0.5,5,0.5,*,*,5,0.5
2021,050007,JEFFERSON CO. R-VII,992,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,050007,JEFFERSON CO. R-VII,1038,24,2.3,*,*,*,*,15,1.4,*,*,*,*,*,*,6,0.6,18,1.7,*,*,7,0.7
2023,050007,JEFFERSON CO. R-VII,1016,23,2.3,*,*,5,0.5,16,1.6,*,*,*,*,*,*,5,0.5,18,1.8,*,*,9,0.9
2001,050009,SUNRISE R-IX,368,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,050009,SUNRISE R-IX,349,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,050009,SUNRISE R-IX,343,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,050009,SUNRISE R-IX,332,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,050009,SUNRISE R-IX,349,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,050009,SUNRISE R-IX,324,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,050009,SUNRISE R-IX,351,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,050009,SUNRISE R-IX,326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,050009,SUNRISE R-IX,322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,050009,SUNRISE R-IX,322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,050009,SUNRISE R-IX,331,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,050009,SUNRISE R-IX,274,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,050009,SUNRISE R-IX,284,7,2.5,*,*,*,*,6,2.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,050009,SUNRISE R-IX,291,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,050009,SUNRISE R-IX,296,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,050009,SUNRISE R-IX,292,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,050009,SUNRISE R-IX,263,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,050009,SUNRISE R-IX,270,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,050009,SUNRISE R-IX,287,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,050009,SUNRISE R-IX,327,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,050009,SUNRISE R-IX,289,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,050009,SUNRISE R-IX,300,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,050009,SUNRISE R-IX,295,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,050010,WINDSOR C-1,2985,21,0.7,*,*,17,0.6,*,*,*,*,*,*,*,*,*,*,20,0.7,*,*,*,*
2002,050010,WINDSOR C-1,2930,14,0.5,8,0.3,*,*,*,*,*,*,*,*,*,*,*,*,14,0.5,*,*,*,*
2003,050010,WINDSOR C-1,2922,23,0.8,*,*,14,0.5,*,*,*,*,*,*,*,*,*,*,23,0.8,*,*,*,*
2004,050010,WINDSOR C-1,2965,21,0.7,*,*,14,0.5,5,0.2,*,*,*,*,*,*,*,*,21,0.7,*,*,7,0.2
2005,050010,WINDSOR C-1,2975,42,1.4,*,*,24,0.8,6,0.2,*,*,11,0.4,*,*,*,*,42,1.4,*,*,8,0.3
2006,050010,WINDSOR C-1,3023,23,0.8,*,*,11,0.4,9,0.3,*,*,*,*,*,*,*,*,22,0.7,*,*,*,*
2007,050010,WINDSOR C-1,2992,28,0.9,*,*,20,0.7,*,*,*,*,*,*,*,*,*,*,28,0.9,*,*,*,*
2008,050010,WINDSOR C-1,3017,19,0.6,*,*,*,*,14,0.5,*,*,*,*,*,*,*,*,17,0.6,*,*,10,0.3
2009,050010,WINDSOR C-1,3007,34,1.1,*,*,*,*,29,1,*,*,*,*,*,*,*,*,34,1.1,*,*,7,0.2
2010,050010,WINDSOR C-1,3001,22,0.7,*,*,*,*,21,0.7,*,*,*,*,*,*,*,*,22,0.7,*,*,*,*
2011,050010,WINDSOR C-1,3029,22,0.7,*,*,*,*,21,0.7,*,*,*,*,*,*,*,*,22,0.7,*,*,*,*
2012,050010,WINDSOR C-1,3010,11,0.4,*,*,*,*,10,0.3,*,*,*,*,*,*,*,*,11,0.4,*,*,*,*
2013,050010,WINDSOR C-1,2983,41,1.4,*,*,*,*,40,1.3,*,*,*,*,*,*,*,*,41,1.4,*,*,*,*
2014,050010,WINDSOR C-1,3018,32,1.1,*,*,*,*,27,0.9,*,*,*,*,*,*,*,*,32,1.1,*,*,*,*
2015,050010,WINDSOR C-1,3007,10,0.3,*,*,*,*,9,0.3,*,*,*,*,*,*,*,*,10,0.3,*,*,*,*
2016,050010,WINDSOR C-1,3000,18,0.6,*,*,*,*,14,0.5,*,*,*,*,*,*,*,*,18,0.6,*,*,*,*
2017,050010,WINDSOR C-1,2945,27,0.9,*,*,12,0.4,12,0.4,*,*,*,*,*,*,*,*,27,0.9,*,*,10,0.3
2018,050010,WINDSOR C-1,2913,22,0.8,*,*,*,*,20,0.7,*,*,*,*,*,*,*,*,22,0.8,*,*,*,*
2019,050010,WINDSOR C-1,2856,27,0.9,*,*,*,*,24,0.8,*,*,*,*,*,*,*,*,27,0.9,*,*,*,*
2020,050010,WINDSOR C-1,2892,17,0.6,*,*,*,*,13,0.4,*,*,*,*,*,*,*,*,17,0.6,*,*,*,*
2021,050010,WINDSOR C-1,2870,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,050010,WINDSOR C-1,2851,30,1.1,*,*,*,*,29,1,*,*,*,*,*,*,*,*,30,1.1,*,*,*,*
2023,050010,WINDSOR C-1,2829,42,1.5,*,*,*,*,40,1.4,*,*,*,*,*,*,*,*,38,1.3,*,*,*,*
2001,050012,FOX C-6,11019,129,1.2,*,*,46,0.4,69,0.6,*,*,12,0.1,*,*,*,*,128,1.2,*,*,*,*
2002,050012,FOX C-6,11066,131,1.2,5,0,68,0.6,42,0.4,*,*,11,0.1,*,*,*,*,129,1.2,*,*,*,*
2003,050012,FOX C-6,11185,149,1.3,9,0.1,54,0.5,75,0.7,*,*,11,0.1,*,*,*,*,148,1.3,*,*,6,0.1
2004,050012,FOX C-6,11307,120,1.1,*,*,52,0.5,48,0.4,*,*,15,0.1,*,*,*,*,119,1.1,*,*,10,0.1
2005,050012,FOX C-6,11239,128,1.1,11,0.1,55,0.5,57,0.5,*,*,*,*,*,*,*,*,128,1.1,*,*,*,*
2006,050012,FOX C-6,11434,204,1.8,*,*,76,0.7,110,1,*,*,*,*,11,0.1,*,*,202,1.8,*,*,11,0.1
2007,050012,FOX C-6,11460,174,1.5,*,*,52,0.5,102,0.9,*,*,12,0.1,7,0.1,*,*,173,1.5,*,*,9,0.1
2008,050012,FOX C-6,11664,40,0.3,11,0.1,6,0.1,13,0.1,*,*,7,0.1,*,*,7,0.1,33,0.3,*,*,*,*
2009,050012,FOX C-6,11646,20,0.2,*,*,*,*,12,0.1,*,*,*,*,*,*,*,*,18,0.2,*,*,*,*
2010,050012,FOX C-6,11767,28,0.2,*,*,*,*,19,0.2,*,*,*,*,*,*,5,0,22,0.2,*,*,*,*
2011,050012,FOX C-6,11690,40,0.3,7,0.1,*,*,28,0.2,*,*,*,*,*,*,9,0.1,31,0.3,*,*,*,*
2012,050012,FOX C-6,11614,54,0.5,13,0.1,6,0.1,32,0.3,*,*,*,*,*,*,21,0.2,33,0.3,*,*,7,0.1
2013,050012,FOX C-6,11564,31,0.3,*,*,8,0.1,18,0.2,*,*,*,*,*,*,13,0.1,18,0.2,*,*,*,*
2014,050012,FOX C-6,11515,117,1,7,0.1,7,0.1,92,0.8,*,*,10,0.1,*,*,107,0.9,10,0.1,*,*,58,0.5
2015,050012,FOX C-6,11501,93,0.8,*,*,7,0.1,75,0.7,*,*,5,0,*,*,76,0.7,17,0.1,*,*,49,0.4
2016,050012,FOX C-6,11408,163,1.4,29,0.3,6,0.1,93,0.8,*,*,22,0.2,9,0.1,122,1.1,40,0.4,*,*,33,0.3
2017,050012,FOX C-6,11341,132,1.2,*,*,19,0.2,82,0.7,*,*,*,*,12,0.1,37,0.3,95,0.8,*,*,36,0.3
2018,050012,FOX C-6,11286,139,1.2,11,0.1,7,0.1,117,1,*,*,*,*,*,*,20,0.2,119,1.1,*,*,29,0.3
2019,050012,FOX C-6,11205,91,0.8,9,0.1,9,0.1,70,0.6,*,*,*,*,*,*,16,0.1,75,0.7,*,*,17,0.2
2020,050012,FOX C-6,11150,55,0.5,*,*,8,0.1,44,0.4,*,*,*,*,*,*,10,0.1,45,0.4,*,*,12,0.1
2021,050012,FOX C-6,10920,39,0.4,*,*,5,0,31,0.3,*,*,*,*,*,*,7,0.1,32,0.3,*,*,7,0.1
2022,050012,FOX C-6,10787,120,1.1,*,*,18,0.2,75,0.7,*,*,11,0.1,*,*,12,0.1,108,1,*,*,11,0.1
2023,050012,FOX C-6,10604,125,1.2,7,0.1,16,0.2,83,0.8,*,*,6,0.1,*,*,*,*,122,1.2,*,*,37,0.3
2001,050013,CRYSTAL CITY 47,698,5,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.7,*,*,*,*
2002,050013,CRYSTAL CITY 47,700,10,1.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,1.3,*,*,5,0.7
2003,050013,CRYSTAL CITY 47,686,6,0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.7,*,*,*,*
2004,050013,CRYSTAL CITY 47,639,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,050013,CRYSTAL CITY 47,645,16,2.5,*,*,*,*,14,2.2,*,*,*,*,*,*,5,0.8,11,1.7,*,*,*,*
